what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137914083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137914329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137928640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137968891
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348137970553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137971773
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1348137975599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348137998053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348137998942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138000615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138003362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348138013791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348138014074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138016860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348138021691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348138022671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138026333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138028943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138032595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138048283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138068443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348138069566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348138074475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1348138074843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138080060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348138081170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138084669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348138085795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138088289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348138089297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138093337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138107855
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138120281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138120657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138121528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138312328
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138313509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348138314725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138315018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138319373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348138320803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348138323598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348138324096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138326388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138327091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138329030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138362648
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138364478
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138365170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1348138366152
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138372972
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138373076
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138385242
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138387109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138387390
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138387391
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138393762
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138395590
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138395668
error,log,,,"business_fragment.xml: Failed to convert @drawable/offers_refresh_btn into a drawable",1348138405512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138427584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138456818
error,log,,,"business_fragment.xml: Failed to convert @drawable/offers_refresh_btn into a drawable",1348138480067
error,log,,,"business_fragment.xml: Failed to convert @drawable/offers_refresh_btn into a drawable",1348138487789
error,log,,,"business_fragment.xml: Failed to convert @drawable/offers_refresh_btn into a drawable",1348138500074
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138515094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348138523457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348138533727
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138536122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138543653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138672058
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138673859
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348138673859
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348138676248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138681549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138718623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1348138718723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348138719595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138728660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138851592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138854484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348138858775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348138866083
